journey_id,journey_date,train_number,train_type,priority_tier,station_code,station_sequence,distance_from_origin,distance_remaining,scheduled_arrival,scheduled_departure,actual_arrival,actual_departure,current_delay_min,section_occupancy_ratio,headway_km,weather_fog_index,is_junction_ahead,hour_of_day,day_of_week,month,is_weekend,target_remaining_time_to_destination,target_remaining_time_to_station,next_station_code,next_station_dist_km,hour_sin,hour_cos,journey_progress_ratio,hist_train_avg_delay,hist_station_avg_delay
JRN-20250101-12004-00026,2025-01-01,12004,Shatabdi,2,GZB,2,25.6,414.7,06:30,06:30,06:53,06:53,23.12,0.71,7.54,0.71,1,6,2,1,0,480.0,129.0,ALJN,100.4,1.0,6.123233995736766e-17,0.05814217578923461,72.48987888634517,29.064196428571428
JRN-20250101-12004-00026,2025-01-01,12004,Shatabdi,2,ALJN,3,126.0,314.3,07:35,07:35,09:02,09:02,86.12,0.81,2.69,0.71,1,9,2,1,0,351.0,105.0,TDL,78.19999999999999,0.7071067811865476,-0.7071067811865475,0.2861685214626391,72.48987888634517,55.788622179548724
JRN-20250101-12004-00026,2025-01-01,12004,Shatabdi,2,TDL,4,204.2,236.1,08:27,08:27,10:47,10:47,139.12,0.99,6.59,0.71,1,10,2,1,0,246.0,111.0,ETW,92.8,0.49999999999999994,-0.8660254037844387,0.4637746990688167,72.48987888634517,87.50675665946724
JRN-20250101-12004-00026,2025-01-01,12004,Shatabdi,2,ETW,5,297.0,143.3,09:28,09:28,12:38,12:38,190.12,0.41,1.24,0.71,1,12,2,1,0,135.0,55.0,PHD,58.0,1.2246467991473532e-16,-1.0,0.6745400863047921,72.48987888634517,118.09489678348537
JRN-20250101-12004-00026,2025-01-01,12004,Shatabdi,2,PHD,6,355.0,85.30000000000001,10:05,10:05,13:33,13:33,208.12,0.72,13.24,0.71,0,13,2,1,0,80.0,80.0,CNB,85.30000000000001,-0.2588190451025208,-0.9659258262890683,0.8062684533272768,72.48987888634517,129.33023038156946
JRN-20250101-12004-00026,2025-01-01,12004,Shatabdi,2,CNB,7,440.3,0.0,10:56,--:--,14:53,--:--,237.12,0.28,6.09,0.71,1,14,2,1,0,0.0,0.0,CNB,0.0,-0.4999999999999997,-0.8660254037844388,1.0,72.48987888634517,113.64701043916487
JRN-20250101-12004-00034,2025-01-01,12004,Shatabdi,2,NDLS,1,0.0,440.3,--:--,06:10,--:--,06:17,7.83,0.2,25.0,0.0,1,6,2,1,0,370.0,27.0,GZB,25.6,1.0,6.123233995736766e-17,0.0,72.48987888634517,8.330955723542116
JRN-20250101-12004-00034,2025-01-01,12004,Shatabdi,2,GZB,2,25.6,414.7,06:30,06:30,06:44,06:44,14.83,0.44,19.57,0.0,1,6,2,1,0,343.0,84.0,ALJN,100.4,1.0,6.123233995736766e-17,0.05814217578923461,72.48987888634517,29.064196428571428
JRN-20250101-12004-00034,2025-01-01,12004,Shatabdi,2,ALJN,3,126.0,314.3,07:35,07:35,08:08,08:08,33.83,0.67,10.09,0.0,1,8,2,1,0,259.0,81.0,TDL,78.19999999999999,0.8660254037844387,-0.4999999999999998,0.2861685214626391,72.48987888634517,55.788622179548724
JRN-20250101-12004-00034,2025-01-01,12004,Shatabdi,2,TDL,4,204.2,236.1,08:27,08:27,09:29,09:29,62.83,1.04,5.14,0.0,1,9,2,1,0,178.0,59.0,ETW,92.8,0.7071067811865476,-0.7071067811865475,0.4637746990688167,72.48987888634517,87.50675665946724
JRN-20250101-12004-00034,2025-01-01,12004,Shatabdi,2,ETW,5,297.0,143.3,09:28,09:28,10:28,10:28,59.83,0.28,11.44,0.0,1,10,2,1,0,119.0,32.0,PHD,58.0,0.49999999999999994,-0.8660254037844387,0.6745400863047921,72.48987888634517,118.09489678348537
JRN-20250101-12004-00034,2025-01-01,12004,Shatabdi,2,PHD,6,355.0,85.30000000000001,10:05,10:05,11:00,11:00,54.83,0.2,30.0,0.0,0,11,2,1,0,87.0,87.0,CNB,85.30000000000001,0.258819045102521,-0.9659258262890682,0.8062684533272768,72.48987888634517,129.33023038156946
JRN-20250101-12004-00034,2025-01-01,12004,Shatabdi,2,CNB,7,440.3,0.0,10:56,--:--,12:27,--:--,91.83,1.02,3.06,0.0,1,12,2,1,0,0.0,0.0,CNB,0.0,1.2246467991473532e-16,-1.0,1.0,72.48987888634517,113.64701043916487
JRN-20250101-12004-00042,2025-01-01,12004,Shatabdi,2,NDLS,1,0.0,440.3,--:--,06:10,--:--,06:19,9.69,0.2,25.0,0.7,1,6,2,1,0,495.0,39.0,GZB,25.6,1.0,6.123233995736766e-17,0.0,72.48987888634517,8.330955723542116
JRN-20250101-12004-00042,2025-01-01,12004,Shatabdi,2,GZB,2,25.6,414.7,06:30,06:30,06:58,06:58,26.69,0.57,10.31,0.7,1,6,2,1,0,456.0,105.0,ALJN,100.4,1.0,6.123233995736766e-17,0.05814217578923461,72.48987888634517,29.064196428571428
JRN-20250101-12004-00042,2025-01-01,12004,Shatabdi,2,ALJN,3,126.0,314.3,07:35,07:35,08:43,08:43,67.69,0.46,16.38,0.7,1,8,2,1,0,351.0,101.0,TDL,78.19999999999999,0.8660254037844387,-0.4999999999999998,0.2861685214626391,72.48987888634517,55.788622179548724
JRN-20250101-12004-00042,2025-01-01,12004,Shatabdi,2,TDL,4,204.2,236.1,08:27,08:27,10:24,10:24,117.69,0.51,1.97,0.7,1,10,2,1,0,250.0,98.0,ETW,92.8,0.49999999999999994,-0.8660254037844387,0.4637746990688167,72.48987888634517,87.50675665946724
JRN-20250101-12004-00042,2025-01-01,12004,Shatabdi,2,ETW,5,297.0,143.3,09:28,09:28,12:02,12:02,154.69,0.41,12.63,0.7,1,12,2,1,0,152.0,61.0,PHD,58.0,1.2246467991473532e-16,-1.0,0.6745400863047921,72.48987888634517,118.09489678348537
JRN-20250101-12004-00042,2025-01-01,12004,Shatabdi,2,PHD,6,355.0,85.30000000000001,10:05,10:05,13:03,13:03,177.69,0.68,3.88,0.7,0,13,2,1,0,91.0,91.0,CNB,85.30000000000001,-0.2588190451025208,-0.9659258262890683,0.8062684533272768,72.48987888634517,129.33023038156946
JRN-20250101-12004-00042,2025-01-01,12004,Shatabdi,2,CNB,7,440.3,0.0,10:56,--:--,14:34,--:--,218.69,0.61,5.37,0.7,1,14,2,1,0,0.0,0.0,CNB,0.0,-0.4999999999999997,-0.8660254037844388,1.0,72.48987888634517,113.64701043916487
JRN-20250101-12302-00001,2025-01-01,12302,Rajdhani,1,NDLS,1,0.0,440.3,--:--,16:50,--:--,17:23,33.04,0.2,25.0,0.31,1,17,2,1,0,348.0,348.0,CNB,440.3,-0.9659258262890683,-0.25881904510252063,0.0,72.48987888634517,8.330955723542116
JRN-20250101-12302-00001,2025-01-01,12302,Rajdhani,1,CNB,2,440.3,0.0,21:14,--:--,23:11,--:--,117.04,0.86,4.46,0.31,1,23,2,1,0,0.0,0.0,CNB,0.0,-0.25881904510252157,0.9659258262890681,1.0,72.48987888634517,113.64701043916487
JRN-20250101-12302-00009,2025-01-01,12302,Rajdhani,1,NDLS,1,0.0,440.3,--:--,16:50,--:--,17:04,14.57,0.2,25.0,0.51,1,17,2,1,0,382.0,382.0,CNB,440.3,-0.9659258262890683,-0.25881904510252063,0.0,72.48987888634517,8.330955723542116
JRN-20250101-12302-00009,2025-01-01,12302,Rajdhani,1,CNB,2,440.3,0.0,21:14,--:--,23:26,--:--,132.57,0.75,10.65,0.51,1,23,2,1,0,0.0,0.0,CNB,0.0,-0.25881904510252157,0.9659258262890681,1.0,72.48987888634517,113.64701043916487
JRN-20250101-12302-00017,2025-01-01,12302,Rajdhani,1,NDLS,1,0.0,440.3,--:--,16:50,--:--,17:06,16.95,0.2,25.0,0.0,1,17,2,1,0,295.0,295.0,CNB,440.3,-0.9659258262890683,-0.25881904510252063,0.0,72.48987888634517,8.330955723542116
JRN-20250101-12302-00017,2025-01-01,12302,Rajdhani,1,CNB,2,440.3,0.0,21:14,--:--,22:01,--:--,47.95,0.86,9.59,0.0,1,22,2,1,0,0.0,0.0,CNB,0.0,-0.5000000000000004,0.8660254037844384,1.0,72.48987888634517,113.64701043916487
JRN-20250101-12302-00025,2025-01-01,12302,Rajdhani,1,NDLS,1,0.0,440.3,--:--,16:50,--:--,16:59,9.84,0.2,25.0,0.75,1,16,2,1,0,429.0,429.0,CNB,440.3,-0.8660254037844385,-0.5000000000000004,0.0,72.48987888634517,8.330955723542116
JRN-20250101-12302-00025,2025-01-01,12302,Rajdhani,1,CNB,2,440.3,0.0,21:14,--:--,00:08,--:--,174.84,0.94,22.72,0.75,1,0,2,1,0,0.0,0.0,CNB,0.0,0.0,1.0,1.0,72.48987888634517,113.64701043916487
JRN-20250101-12302-00033,2025-01-01,12302,Rajdhani,1,NDLS,1,0.0,440.3,--:--,16:50,--:--,17:00,10.9,0.2,25.0,0.0,1,17,2,1,0,284.0,284.0,CNB,440.3,-0.9659258262890683,-0.25881904510252063,0.0,72.48987888634517,8.330955723542116
JRN-20250101-12302-00033,2025-01-01,12302,Rajdhani,1,CNB,2,440.3,0.0,21:14,--:--,21:44,--:--,30.9,0.75,4.65,0.0,1,21,2,1,0,0.0,0.0,CNB,0.0,-0.7071067811865477,0.7071067811865474,1.0,72.48987888634517,113.64701043916487
JRN-20250101-12302-00041,2025-01-01,12302,Rajdhani,1,NDLS,1,0.0,440.3,--:--,16:50,--:--,16:51,1.95,0.2,25.0,0.31,1,16,2,1,0,329.0,329.0,CNB,440.3,-0.8660254037844385,-0.5000000000000004,0.0,72.48987888634517,8.330955723542116
JRN-20250101-12302-00041,2025-01-01,12302,Rajdhani,1,CNB,2,440.3,0.0,21:14,--:--,22:20,--:--,66.95,0.31,1.94,0.31,1,22,2,1,0,0.0,0.0,CNB,0.0,-0.5000000000000004,0.8660254037844384,1.0,72.48987888634517,113.64701043916487
JRN-20250101-12398-00007,2025-01-01,12398,Superfast,3,NDLS,1,0.0,440.3,--:--,12:50,--:--,13:21,31.14,0.2,25.0,0.98,1,13,2,1,0,540.0,187.0,ALJN,126.0,-0.2588190451025208,-0.9659258262890683,0.0,72.48987888634517,8.330955723542116
JRN-20250101-12398-00007,2025-01-01,12398,Superfast,3,ALJN,2,126.0,314.3,14:27,14:27,16:28,16:28,121.14,0.91,4.63,0.98,1,16,2,1,0,353.0,353.0,CNB,314.3,-0.8660254037844385,-0.5000000000000004,0.2861685214626391,72.48987888634517,55.788622179548724
JRN-20250101-12398-00007,2025-01-01,12398,Superfast,3,CNB,3,440.3,0.0,18:09,--:--,22:21,--:--,252.14,0.17,9.79,0.98,1,22,2,1,0,0.0,0.0,CNB,0.0,-0.5000000000000004,0.8660254037844384,1.0,72.48987888634517,113.64701043916487
JRN-20250101-12398-00015,2025-01-01,12398,Superfast,3,NDLS,1,0.0,440.3,--:--,12:50,--:--,13:04,14.81,0.2,25.0,0.0,1,13,2,1,0,346.0,117.0,ALJN,126.0,-0.2588190451025208,-0.9659258262890683,0.0,72.48987888634517,8.330955723542116
JRN-20250101-12398-00015,2025-01-01,12398,Superfast,3,ALJN,2,126.0,314.3,14:27,14:27,15:01,15:01,34.81,0.49,25.49,0.0,1,15,2,1,0,229.0,229.0,CNB,314.3,-0.7071067811865471,-0.7071067811865479,0.2861685214626391,72.48987888634517,55.788622179548724
JRN-20250101-12398-00015,2025-01-01,12398,Superfast,3,CNB,3,440.3,0.0,18:09,--:--,18:50,--:--,41.81,0.27,17.6,0.0,1,18,2,1,0,0.0,0.0,CNB,0.0,-1.0,-1.8369701987210297e-16,1.0,72.48987888634517,113.64701043916487
JRN-20250101-12398-00023,2025-01-01,12398,Superfast,3,NDLS,1,0.0,440.3,--:--,12:50,--:--,12:50,0.0,0.2,25.0,0.53,1,12,2,1,0,443.0,148.0,ALJN,126.0,1.2246467991473532e-16,-1.0,0.0,72.48987888634517,8.330955723542116
JRN-20250101-12398-00023,2025-01-01,12398,Superfast,3,ALJN,2,126.0,314.3,14:27,14:27,15:18,15:18,51.0,0.55,15.19,0.53,1,15,2,1,0,295.0,295.0,CNB,314.3,-0.7071067811865471,-0.7071067811865479,0.2861685214626391,72.48987888634517,55.788622179548724
JRN-20250101-12398-00023,2025-01-01,12398,Superfast,3,CNB,3,440.3,0.0,18:09,--:--,20:13,--:--,124.0,0.16,4.97,0.53,1,20,2,1,0,0.0,0.0,CNB,0.0,-0.8660254037844386,0.5000000000000001,1.0,72.48987888634517,113.64701043916487
JRN-20250101-12398-00031,2025-01-01,12398,Superfast,3,NDLS,1,0.0,440.3,--:--,12:50,--:--,12:50,0.87,0.2,25.0,0.0,1,12,2,1,0,376.0,119.0,ALJN,126.0,1.2246467991473532e-16,-1.0,0.0,72.48987888634517,8.330955723542116
JRN-20250101-12398-00031,2025-01-01,12398,Superfast,3,ALJN,2,126.0,314.3,14:27,14:27,14:49,14:49,22.87,0.57,8.75,0.0,1,14,2,1,0,257.0,257.0,CNB,314.3,-0.4999999999999997,-0.8660254037844388,0.2861685214626391,72.48987888634517,55.788622179548724
JRN-20250101-12398-00031,2025-01-01,12398,Superfast,3,CNB,3,440.3,0.0,18:09,--:--,19:06,--:--,57.87,0.57,4.66,0.0,1,19,2,1,0,0.0,0.0,CNB,0.0,-0.9659258262890684,0.2588190451025203,1.0,72.48987888634517,113.64701043916487
JRN-20250101-12398-00039,2025-01-01,12398,Superfast,3,NDLS,1,0.0,440.3,--:--,12:50,--:--,12:51,1.72,0.2,25.0,0.0,1,12,2,1,0,376.0,112.0,ALJN,126.0,1.2246467991473532e-16,-1.0,0.0,72.48987888634517,8.330955723542116
JRN-20250101-12398-00039,2025-01-01,12398,Superfast,3,ALJN,2,126.0,314.3,14:27,14:27,14:43,14:43,15.72,0.47,7.08,0.0,1,14,2,1,0,264.0,264.0,CNB,314.3,-0.4999999999999997,-0.8660254037844388,0.2861685214626391,72.48987888634517,55.788622179548724
JRN-20250101-12398-00039,2025-01-01,12398,Superfast,3,CNB,3,440.3,0.0,18:09,--:--,19:07,--:--,58.72,0.64,7.09,0.0,1,19,2,1,0,0.0,0.0,CNB,0.0,-0.9659258262890684,0.2588190451025203,1.0,72.48987888634517,113.64701043916487
JRN-20250101-12418-00004,2025-01-01,12418,Superfast,3,NDLS,1,0.0,440.3,--:--,22:10,--:--,22:10,0.87,0.2,25.0,0.0,1,22,2,1,0,459.0,58.0,GZB,25.6,-0.5000000000000004,0.8660254037844384,0.0,72.48987888634517,8.330955723542116
JRN-20250101-12418-00004,2025-01-01,12418,Superfast,3,GZB,2,25.6,414.7,22:36,22:36,23:08,23:08,31.87,0.98,4.28,0.0,1,23,2,1,0,401.0,97.0,ALJN,100.4,-0.25881904510252157,0.9659258262890681,0.05814217578923461,72.48987888634517,29.064196428571428
JRN-20250101-12418-00004,2025-01-01,12418,Superfast,3,ALJN,3,126.0,314.3,23:55,23:55,00:45,00:45,50.87,0.54,8.18,0.0,1,0,2,1,0,304.0,304.0,CNB,314.3,0.0,1.0,0.2861685214626391,72.48987888634517,55.788622179548724
JRN-20250101-12418-00004,2025-01-01,12418,Superfast,3,CNB,4,440.3,0.0,03:37,--:--,05:49,--:--,132.87,0.8,1.26,0.0,1,5,2,1,0,0.0,0.0,CNB,0.0,0.9659258262890683,0.25881904510252074,1.0,72.48987888634517,113.64701043916487
JRN-20250101-12418-00012,2025-01-01,12418,Superfast,3,NDLS,1,0.0,440.3,--:--,22:10,--:--,22:10,0.0,0.2,25.0,0.75,1,22,2,1,0,574.0,55.0,GZB,25.6,-0.5000000000000004,0.8660254037844384,0.0,72.48987888634517,8.330955723542116
JRN-20250101-12418-00012,2025-01-01,12418,Superfast,3,GZB,2,25.6,414.7,22:36,22:36,23:05,23:05,29.0,0.67,10.48,0.75,1,23,2,1,0,519.0,132.0,ALJN,100.4,-0.25881904510252157,0.9659258262890681,0.05814217578923461,72.48987888634517,29.064196428571428
JRN-20250101-12418-00012,2025-01-01,12418,Superfast,3,ALJN,3,126.0,314.3,23:55,23:55,01:17,01:17,82.0,0.4,3.16,0.75,1,1,2,1,0,387.0,387.0,CNB,314.3,0.25881904510252074,0.9659258262890683,0.2861685214626391,72.48987888634517,55.788622179548724
JRN-20250101-12418-00012,2025-01-01,12418,Superfast,3,CNB,4,440.3,0.0,03:37,--:--,07:44,--:--,247.0,0.85,4.18,0.75,1,7,2,1,0,0.0,0.0,CNB,0.0,0.9659258262890683,-0.25881904510252063,1.0,72.48987888634517,113.64701043916487
JRN-20250101-12418-00020,2025-01-01,12418,Superfast,3,NDLS,1,0.0,440.3,--:--,22:10,--:--,22:14,4.63,0.2,25.0,0.0,1,22,2,1,0,411.0,56.0,GZB,25.6,-0.5000000000000004,0.8660254037844384,0.0,72.48987888634517,8.330955723542116
JRN-20250101-12418-00020,2025-01-01,12418,Superfast,3,GZB,2,25.6,414.7,22:36,22:36,23:10,23:10,33.63,0.32,1.54,0.0,1,23,2,1,0,355.0,83.0,ALJN,100.4,-0.25881904510252157,0.9659258262890681,0.05814217578923461,72.48987888634517,29.064196428571428
JRN-20250101-12418-00020,2025-01-01,12418,Superfast,3,ALJN,3,126.0,314.3,23:55,23:55,00:33,00:33,38.63,0.1,6.54,0.0,1,0,2,1,0,272.0,272.0,CNB,314.3,0.0,1.0,0.2861685214626391,72.48987888634517,55.788622179548724
JRN-20250101-12418-00020,2025-01-01,12418,Superfast,3,CNB,4,440.3,0.0,03:37,--:--,05:05,--:--,88.63,0.63,3.34,0.0,1,5,2,1,0,0.0,0.0,CNB,0.0,0.9659258262890683,0.25881904510252074,1.0,72.48987888634517,113.64701043916487
JRN-20250101-12418-00028,2025-01-01,12418,Superfast,3,NDLS,1,0.0,440.3,--:--,22:10,--:--,22:27,17.79,0.2,25.0,0.0,1,22,2,1,0,410.0,39.0,GZB,25.6,-0.5000000000000004,0.8660254037844384,0.0,72.48987888634517,8.330955723542116
JRN-20250101-12418-00028,2025-01-01,12418,Superfast,3,GZB,2,25.6,414.7,22:36,22:36,23:06,23:06,29.79,0.41,5.93,0.0,1,23,2,1,0,371.0,122.0,ALJN,100.4,-0.25881904510252157,0.9659258262890681,0.05814217578923461,72.48987888634517,29.064196428571428
JRN-20250101-12418-00028,2025-01-01,12418,Superfast,3,ALJN,3,126.0,314.3,23:55,23:55,01:08,01:08,73.79,0.97,15.68,0.0,1,1,2,1,0,249.0,249.0,CNB,314.3,0.25881904510252074,0.9659258262890683,0.2861685214626391,72.48987888634517,55.788622179548724
JRN-20250101-12418-00028,2025-01-01,12418,Superfast,3,CNB,4,440.3,0.0,03:37,--:--,05:17,--:--,100.79,0.49,18.62,0.0,1,5,2,1,0,0.0,0.0,CNB,0.0,0.9659258262890683,0.25881904510252074,1.0,72.48987888634517,113.64701043916487
JRN-20250101-12418-00036,2025-01-01,12418,Superfast,3,NDLS,1,0.0,440.3,--:--,22:10,--:--,22:14,4.85,0.2,25.0,0.0,1,22,2,1,0,364.0,30.0,GZB,25.6,-0.5000000000000004,0.8660254037844384,0.0,72.48987888634517,8.330955723542116
JRN-20250101-12418-00036,2025-01-01,12418,Superfast,3,GZB,2,25.6,414.7,22:36,22:36,22:44,22:44,8.85,0.21,18.35,0.0,1,22,2,1,0,334.0,86.0,ALJN,100.4,-0.5000000000000004,0.8660254037844384,0.05814217578923461,72.48987888634517,29.064196428571428
JRN-20250101-12418-00036,2025-01-01,12418,Superfast,3,ALJN,3,126.0,314.3,23:55,23:55,00:10,00:10,15.85,0.17,4.0,0.0,1,0,2,1,0,248.0,248.0,CNB,314.3,0.0,1.0,0.2861685214626391,72.48987888634517,55.788622179548724
JRN-20250101-12418-00036,2025-01-01,12418,Superfast,3,CNB,4,440.3,0.0,03:37,--:--,04:18,--:--,41.85,0.46,11.46,0.0,1,4,2,1,0,0.0,0.0,CNB,0.0,0.8660254037844386,0.5000000000000001,1.0,72.48987888634517,113.64701043916487
JRN-20250101-12418-00044,2025-01-01,12418,Superfast,3,NDLS,1,0.0,440.3,--:--,22:10,--:--,22:12,2.96,0.2,25.0,0.41,1,22,2,1,0,493.0,76.0,GZB,25.6,-0.5000000000000004,0.8660254037844384,0.0,72.48987888634517,8.330955723542116
JRN-20250101-12418-00044,2025-01-01,12418,Superfast,3,GZB,2,25.6,414.7,22:36,22:36,23:28,23:28,52.96,1.02,2.46,0.41,1,23,2,1,0,417.0,133.0,ALJN,100.4,-0.25881904510252157,0.9659258262890681,0.05814217578923461,72.48987888634517,29.064196428571428
JRN-20250101-12418-00044,2025-01-01,12418,Superfast,3,ALJN,3,126.0,314.3,23:55,23:55,01:41,01:41,106.96,0.87,6.27,0.41,1,1,2,1,0,284.0,284.0,CNB,314.3,0.25881904510252074,0.9659258262890683,0.2861685214626391,72.48987888634517,55.788622179548724
