journey_id,journey_date,train_number,train_type,priority_tier,station_code,station_sequence,distance_from_origin,distance_remaining,scheduled_arrival,scheduled_departure,actual_arrival,actual_departure,current_delay_min,section_occupancy_ratio,headway_km,weather_fog_index,is_junction_ahead,hour_of_day,day_of_week,month,is_weekend,observation_timestamp,target_remaining_time_to_destination,target_remaining_time_to_station,next_station_code,next_station_dist_km
JRN-20250101-64582-00010,2025-01-01,64582,MEMU,5,TDL,1,0.0,236.1,--:--,06:15,--:--,06:50,35.24,0.2,25.0,0.81,1,6,2,1,0,2025-01-01T06:50:14.134205,397.0,45.0,SKB,39.8
JRN-20250101-64582-00010,2025-01-01,64582,MEMU,5,SKB,2,39.8,196.3,06:45,06:45,07:35,07:35,50.24,0.5,6.4,0.81,0,7,2,1,0,2025-01-01T07:35:14.134205,352.0,119.0,ETW,53.0
JRN-20250101-64582-00010,2025-01-01,64582,MEMU,5,ETW,3,92.8,143.3,07:30,07:30,09:34,09:34,124.24,1.0,12.48,0.81,1,9,2,1,0,2025-01-01T09:34:14.134205,233.0,74.0,PHD,58.000000000000014
JRN-20250101-64582-00010,2025-01-01,64582,MEMU,5,PHD,4,150.8,85.3,08:13,08:13,10:48,10:48,155.24,0.68,6.1,0.81,0,10,2,1,0,2025-01-01T10:48:14.134205,159.0,77.0,RURA,41.0
JRN-20250101-64582-00010,2025-01-01,64582,MEMU,5,RURA,5,191.8,44.3,08:44,08:44,12:05,12:05,201.24,0.18,2.13,0.81,0,12,2,1,0,2025-01-01T12:05:14.134205,82.0,82.0,CNB,44.29999999999998
JRN-20250101-64582-00010,2025-01-01,64582,MEMU,5,CNB,6,236.1,0.0,09:15,--:--,13:27,--:--,252.24,0.76,10.27,0.81,1,13,2,1,0,2025-01-01T13:27:14.134205,0.0,0.0,CNB,0.0
JRN-20250101-64102-00011,2025-01-01,64102,Suburban,5,NDLS,1,0.0,25.6,--:--,08:00,--:--,08:00,0.0,0.2,25.0,0.0,1,8,2,1,0,2025-01-01T08:00:00,74.0,74.0,GZB,25.6
JRN-20250101-64102-00011,2025-01-01,64102,Suburban,5,GZB,2,25.6,0.0,08:18,--:--,09:14,--:--,56.0,1.15,10.87,0.0,1,9,2,1,0,2025-01-01T09:14:00,0.0,0.0,GZB,0.0
JRN-20250101-22436-00012,2025-01-01,22436,Vande Bharat,1,NDLS,1,0.0,440.3,--:--,06:00,--:--,06:26,26.17,0.2,25.0,0.71,1,6,2,1,0,2025-01-01T06:26:10.353273,393.0,393.0,CNB,440.3
JRN-20250101-22436-00012,2025-01-01,22436,Vande Bharat,1,CNB,2,440.3,0.0,10:24,--:--,12:59,--:--,155.17,0.31,8.3,0.71,1,12,2,1,0,2025-01-01T12:59:10.353273,0.0,0.0,CNB,0.0
JRN-20250101-12302-00013,2025-01-01,12302,Rajdhani,1,NDLS,1,0.0,440.3,--:--,16:50,--:--,16:52,2.88,0.2,25.0,0.96,1,16,2,1,0,2025-01-01T16:52:52.756516,455.0,455.0,CNB,440.3
JRN-20250101-12302-00013,2025-01-01,12302,Rajdhani,1,CNB,2,440.3,0.0,21:14,--:--,00:27,--:--,193.88,0.75,17.97,0.96,1,0,2,1,0,2025-01-02T00:27:52.756516,0.0,0.0,CNB,0.0
JRN-20250101-12004-00014,2025-01-01,12004,Shatabdi,2,NDLS,1,0.0,440.3,--:--,06:10,--:--,06:19,9.93,0.2,25.0,0.0,1,6,2,1,0,2025-01-01T06:19:55.893245,332.0,28.0,GZB,25.6
JRN-20250101-12004-00014,2025-01-01,12004,Shatabdi,2,GZB,2,25.6,414.7,06:30,06:30,06:47,06:47,16.93,0.38,4.18,0.0,1,6,2,1,0,2025-01-01T06:47:55.893245,304.0,67.0,ALJN,100.4
JRN-20250101-12004-00014,2025-01-01,12004,Shatabdi,2,ALJN,3,126.0,314.3,07:35,07:35,07:54,07:54,18.93,0.36,14.68,0.0,1,7,2,1,0,2025-01-01T07:54:55.893245,237.0,61.0,TDL,78.19999999999999
JRN-20250101-12004-00014,2025-01-01,12004,Shatabdi,2,TDL,4,204.2,236.1,08:27,08:27,08:55,08:55,28.93,0.26,2.18,0.0,1,8,2,1,0,2025-01-01T08:55:55.893245,176.0,92.0,ETW,92.80000000000001
JRN-20250101-12004-00014,2025-01-01,12004,Shatabdi,2,ETW,5,297.0,143.3,09:28,09:28,10:27,10:27,59.93,0.63,1.3,0.0,1,10,2,1,0,2025-01-01T10:27:55.893245,84.0,36.0,PHD,58.0
JRN-20250101-12004-00014,2025-01-01,12004,Shatabdi,2,PHD,6,355.0,85.3,10:05,10:05,11:03,11:03,57.93,0.24,4.32,0.0,0,11,2,1,0,2025-01-01T11:03:55.893245,48.0,48.0,CNB,85.30000000000001
JRN-20250101-12004-00014,2025-01-01,12004,Shatabdi,2,CNB,7,440.3,0.0,10:56,--:--,11:51,--:--,55.93,0.18,7.34,0.0,1,11,2,1,0,2025-01-01T11:51:55.893245,0.0,0.0,CNB,0.0
JRN-20250101-12566-00015,2025-01-01,12566,Superfast,3,NDLS,1,0.0,440.3,--:--,13:00,--:--,13:00,0.0,0.2,25.0,0.0,1,13,2,1,0,2025-01-01T13:00:00,474.0,70.0,GZB,25.6
JRN-20250101-12566-00015,2025-01-01,12566,Superfast,3,GZB,2,25.6,414.7,13:26,13:26,14:10,14:10,44.0,0.81,1.99,0.0,1,14,2,1,0,2025-01-01T14:10:00,404.0,106.0,ALJN,100.4
JRN-20250101-12566-00015,2025-01-01,12566,Superfast,3,ALJN,3,126.0,314.3,14:45,14:45,15:56,15:56,71.0,0.7,30.0,0.0,1,15,2,1,0,2025-01-01T15:56:00,298.0,73.0,TDL,78.19999999999999
JRN-20250101-12566-00015,2025-01-01,12566,Superfast,3,TDL,4,204.2,236.1,15:48,15:48,17:09,17:09,81.0,0.28,14.71,0.0,1,17,2,1,0,2025-01-01T17:09:00,225.0,225.0,CNB,236.10000000000002
JRN-20250101-12566-00015,2025-01-01,12566,Superfast,3,CNB,5,440.3,0.0,18:35,--:--,20:54,--:--,139.0,0.89,6.89,0.0,1,20,2,1,0,2025-01-01T20:54:00,0.0,0.0,CNB,0.0
JRN-20250101-12418-00016,2025-01-01,12418,Superfast,3,NDLS,1,0.0,440.3,--:--,22:10,--:--,22:10,0.0,0.2,25.0,0.34,1,22,2,1,0,2025-01-01T22:10:00,472.0,50.0,GZB,25.6
JRN-20250101-12418-00016,2025-01-01,12418,Superfast,3,GZB,2,25.6,414.7,22:36,22:36,23:00,23:00,24.0,0.81,30.0,0.34,1,23,2,1,0,2025-01-01T23:00:00,422.0,104.0,ALJN,100.4
JRN-20250101-12418-00016,2025-01-01,12418,Superfast,3,ALJN,3,126.0,314.3,23:55,23:55,00:44,00:44,49.0,0.37,30.0,0.34,1,0,2,1,0,2025-01-02T00:44:00,318.0,318.0,CNB,314.3
JRN-20250101-12418-00016,2025-01-01,12418,Superfast,3,CNB,4,440.3,0.0,03:37,--:--,06:02,--:--,145.0,0.74,10.13,0.34,1,6,2,1,0,2025-01-02T06:02:00,0.0,0.0,CNB,0.0
JRN-20250101-14218-00017,2025-01-01,14218,Express,4,NDLS,1,0.0,440.3,--:--,21:30,--:--,21:37,7.88,0.2,25.0,0.0,1,21,2,1,0,2025-01-01T21:37:52.604504,556.0,68.0,GZB,25.6
JRN-20250101-14218-00017,2025-01-01,14218,Express,4,GZB,2,25.6,414.7,21:56,21:56,22:45,22:45,49.88,0.96,4.12,0.0,1,22,2,1,0,2025-01-01T22:45:52.604504,488.0,91.0,ALJN,100.4
JRN-20250101-14218-00017,2025-01-01,14218,Express,4,ALJN,3,126.0,314.3,23:15,23:15,00:16,00:16,61.88,0.31,30.0,0.0,1,0,2,1,0,2025-01-02T00:16:52.604504,397.0,32.0,HRS,31.0
JRN-20250101-14218-00017,2025-01-01,14218,Express,4,HRS,4,157.0,283.3,23:39,23:39,00:48,00:48,68.88,0.83,22.96,0.0,0,0,2,1,0,2025-01-02T00:48:52.604504,365.0,86.0,TDL,47.19999999999999
JRN-20250101-14218-00017,2025-01-01,14218,Express,4,TDL,5,204.2,236.1,00:20,00:20,02:14,02:14,114.88,0.65,2.67,0.0,1,2,2,1,0,2025-01-02T02:14:52.604504,279.0,38.0,SKB,39.80000000000001
JRN-20250101-14218-00017,2025-01-01,14218,Express,4,SKB,6,244.0,196.3,00:50,00:50,02:52,02:52,122.88,0.79,6.02,0.0,0,2,2,1,0,2025-01-02T02:52:52.604504,241.0,66.0,ETW,53.0
JRN-20250101-14218-00017,2025-01-01,14218,Express,4,ETW,7,297.0,143.3,01:35,01:35,03:58,03:58,143.88,0.52,27.27,0.0,1,3,2,1,0,2025-01-02T03:58:52.604504,175.0,60.0,PHD,58.0
JRN-20250101-14218-00017,2025-01-01,14218,Express,4,PHD,8,355.0,85.3,02:18,02:18,04:58,04:58,160.88,1.01,9.86,0.0,0,4,2,1,0,2025-01-02T04:58:52.604504,115.0,34.0,RURA,41.0
JRN-20250101-14218-00017,2025-01-01,14218,Express,4,RURA,9,396.0,44.3,02:49,02:49,05:32,05:32,161.88,0.25,18.41,0.0,0,5,2,1,0,2025-01-02T05:32:52.604504,81.0,81.0,CNB,44.30000000000001
JRN-20250101-14218-00017,2025-01-01,14218,Express,4,CNB,10,440.3,0.0,03:20,--:--,06:53,--:--,213.88,1.11,13.86,0.0,1,6,2,1,0,2025-01-02T06:53:52.604504,0.0,0.0,CNB,0.0
JRN-20250101-12876-00018,2025-01-01,12876,Superfast,3,NDLS,1,0.0,440.3,--:--,07:30,--:--,07:37,7.68,0.2,25.0,0.0,1,7,2,1,0,2025-01-01T07:37:41.039380,458.0,29.0,GZB,25.6
JRN-20250101-12876-00018,2025-01-01,12876,Superfast,3,GZB,2,25.6,414.7,07:56,07:56,08:06,08:06,10.68,0.21,5.09,0.0,1,8,2,1,0,2025-01-01T08:06:41.039380,429.0,121.0,ALJN,100.4
JRN-20250101-12876-00018,2025-01-01,12876,Superfast,3,ALJN,3,126.0,314.3,09:15,09:15,10:07,10:07,50.68,0.92,14.98,0.0,1,10,2,1,0,2025-01-01T10:07:41.039380,308.0,70.0,TDL,78.19999999999999
JRN-20250101-12876-00018,2025-01-01,12876,Superfast,3,TDL,4,204.2,236.1,10:18,10:18,11:17,11:17,59.68,0.2,6.73,0.0,1,11,2,1,0,2025-01-01T11:17:41.039380,238.0,131.0,ETW,92.80000000000001
JRN-20250101-12876-00018,2025-01-01,12876,Superfast,3,ETW,5,297.0,143.3,11:32,11:32,13:28,13:28,116.68,0.95,2.44,0.0,1,13,2,1,0,2025-01-01T13:28:41.039380,107.0,107.0,CNB,143.3
JRN-20250101-12876-00018,2025-01-01,12876,Superfast,3,CNB,6,440.3,0.0,13:13,--:--,15:15,--:--,122.68,0.21,11.11,0.0,1,15,2,1,0,2025-01-01T15:15:41.039380,0.0,0.0,CNB,0.0
JRN-20250101-12398-00019,2025-01-01,12398,Superfast,3,NDLS,1,0.0,440.3,--:--,12:50,--:--,12:50,0.14,0.2,25.0,0.42,1,12,2,1,0,2025-01-01T12:50:08.130589,489.0,132.0,ALJN,126.0
JRN-20250101-12398-00019,2025-01-01,12398,Superfast,3,ALJN,2,126.0,314.3,14:27,14:27,15:02,15:02,35.14,0.43,6.76,0.42,1,15,2,1,0,2025-01-01T15:02:08.130589,357.0,357.0,CNB,314.3
JRN-20250101-12398-00019,2025-01-01,12398,Superfast,3,CNB,3,440.3,0.0,18:09,--:--,20:59,--:--,170.14,0.95,10.1,0.42,1,20,2,1,0,2025-01-01T20:59:08.130589,0.0,0.0,CNB,0.0
JRN-20250101-12461-00020,2025-01-01,12461,Superfast,3,NDLS,1,0.0,440.3,--:--,21:15,--:--,21:26,11.79,0.2,25.0,0.0,1,21,2,1,0,2025-01-01T21:26:47.614344,393.0,37.0,GZB,25.6
JRN-20250101-12461-00020,2025-01-01,12461,Superfast,3,GZB,2,25.6,414.7,21:41,21:41,22:03,22:03,22.79,0.48,9.87,0.0,1,22,2,1,0,2025-01-01T22:03:47.614344,356.0,82.0,ALJN,100.4
JRN-20250101-12461-00020,2025-01-01,12461,Superfast,3,ALJN,3,126.0,314.3,23:00,23:00,23:25,23:25,25.79,0.1,8.04,0.0,1,23,2,1,0,2025-01-01T23:25:47.614344,274.0,100.0,TDL,78.19999999999999
JRN-20250101-12461-00020,2025-01-01,12461,Superfast,3,TDL,4,204.2,236.1,00:03,00:03,01:05,01:05,62.79,0.44,1.38,0.0,1,1,2,1,0,2025-01-02T01:05:47.614344,174.0,174.0,CNB,236.10000000000002
JRN-20250101-12461-00020,2025-01-01,12461,Superfast,3,CNB,5,440.3,0.0,02:50,--:--,03:59,--:--,69.79,0.18,7.41,0.0,1,3,2,1,0,2025-01-02T03:59:47.614344,0.0,0.0,CNB,0.0
JRN-20250101-54308-00021,2025-01-01,54308,Passenger,5,NDLS,1,0.0,126.0,--:--,05:45,--:--,05:45,0.0,0.2,25.0,0.0,1,5,2,1,0,2025-01-01T05:45:00,269.0,91.0,GZB,25.6
JRN-20250101-54308-00021,2025-01-01,54308,Passenger,5,GZB,2,25.6,100.4,06:11,06:11,07:16,07:16,65.0,0.84,2.43,0.0,1,7,2,1,0,2025-01-01T07:16:00,178.0,178.0,ALJN,100.4
JRN-20250101-54308-00021,2025-01-01,54308,Passenger,5,ALJN,3,126.0,0.0,07:22,--:--,10:14,--:--,172.0,1.07,2.69,0.0,1,10,2,1,0,2025-01-01T10:14:00,0.0,0.0,ALJN,0.0
JRN-20250101-64582-00022,2025-01-01,64582,MEMU,5,TDL,1,0.0,236.1,--:--,06:15,--:--,06:15,0.0,0.2,25.0,0.47,1,6,2,1,0,2025-01-01T06:15:00,371.0,73.0,SKB,39.8
JRN-20250101-64582-00022,2025-01-01,64582,MEMU,5,SKB,2,39.8,196.3,06:45,06:45,07:28,07:28,42.0,0.57,1.95,0.47,0,7,2,1,0,2025-01-01T07:28:00,298.0,98.0,ETW,53.0
JRN-20250101-64582-00022,2025-01-01,64582,MEMU,5,ETW,3,92.8,143.3,07:30,07:30,09:06,09:06,96.0,0.65,3.88,0.47,1,9,2,1,0,2025-01-01T09:06:00,200.0,57.0,PHD,58.000000000000014
JRN-20250101-64582-00022,2025-01-01,64582,MEMU,5,PHD,4,150.8,85.3,08:13,08:13,10:03,10:03,110.0,0.43,14.41,0.47,0,10,2,1,0,2025-01-01T10:03:00,143.0,62.0,RURA,41.0
JRN-20250101-64582-00022,2025-01-01,64582,MEMU,5,RURA,5,191.8,44.3,08:44,08:44,11:05,11:05,141.0,1.26,9.69,0.47,0,11,2,1,0,2025-01-01T11:05:00,81.0,81.0,CNB,44.29999999999998
JRN-20250101-64582-00022,2025-01-01,64582,MEMU,5,CNB,6,236.1,0.0,09:15,--:--,12:26,--:--,191.0,0.81,4.89,0.47,1,12,2,1,0,2025-01-01T12:26:00,0.0,0.0,CNB,0.0
JRN-20250101-64102-00023,2025-01-01,64102,Suburban,5,NDLS,1,0.0,25.6,--:--,08:00,--:--,08:12,12.28,0.2,25.0,0.78,1,8,2,1,0,2025-01-01T08:12:16.839734,88.0,88.0,GZB,25.6
JRN-20250101-64102-00023,2025-01-01,64102,Suburban,5,GZB,2,25.6,0.0,08:18,--:--,09:40,--:--,82.28,1.26,25.07,0.78,1,9,2,1,0,2025-01-01T09:40:16.839734,0.0,0.0,GZB,0.0
JRN-20250101-22436-00024,2025-01-01,22436,Vande Bharat,1,NDLS,1,0.0,440.3,--:--,06:00,--:--,06:15,15.76,0.2,25.0,0.0,1,6,2,1,0,2025-01-01T06:15:45.364243,274.0,274.0,CNB,440.3
JRN-20250101-22436-00024,2025-01-01,22436,Vande Bharat,1,CNB,2,440.3,0.0,10:24,--:--,10:49,--:--,25.76,0.56,13.36,0.0,1,10,2,1,0,2025-01-01T10:49:45.364243,0.0,0.0,CNB,0.0
JRN-20250101-12302-00025,2025-01-01,12302,Rajdhani,1,NDLS,1,0.0,440.3,--:--,16:50,--:--,17:03,13.86,0.2,25.0,0.4,1,17,2,1,0,2025-01-01T17:03:51.630067,353.0,353.0,CNB,440.3
