timestamp,train_number,latitude,longitude,speed_kmh,heading_deg,distance_along_route_km
2025-05-15T06:55:30,22436,27.99079,78.00856,125.2,125.0,113.8
2025-05-15T06:57:00,22436,27.96745,78.02842,116.0,125.0,116.9
2025-05-15T06:58:30,22436,27.9441,78.04828,125.5,125.0,119.9
2025-05-15T07:00:00,22436,27.92075,78.06814,125.9,125.0,123.0
2025-05-15T07:01:30,22436,27.8974,78.088,127.7,125.0,126.0
2025-05-15T07:03:00,22436,27.86785,78.0848,115.9,125.0,129.1
2025-05-15T07:04:30,22436,27.8383,78.0816,116.3,125.0,132.2
2025-05-15T07:06:00,22436,27.80875,78.0784,121.5,125.0,135.3
2025-05-15T07:07:30,22436,27.7792,78.0752,121.8,125.0,138.4
2025-05-15T07:09:00,22436,27.74965,78.072,124.1,125.0,141.5
2025-05-15T07:10:30,22436,27.7201,78.0688,119.6,125.0,144.6
2025-05-15T07:12:00,22436,27.69055,78.0656,126.1,125.0,147.7
2025-05-15T07:13:30,22436,27.661,78.0624,126.1,125.0,150.8
2025-05-15T07:15:00,22436,27.63145,78.0592,116.8,125.0,153.9
2025-05-15T07:16:30,22436,27.6019,78.056,125.6,125.0,157.0
2025-05-15T07:18:00,22436,27.57565,78.06822,125.5,125.0,160.1
2025-05-15T07:19:30,22436,27.54939,78.08044,117.5,125.0,163.3
2025-05-15T07:21:00,22436,27.52314,78.09266,129.3,125.0,166.4
2025-05-15T07:22:30,22436,27.49689,78.10488,122.8,125.0,169.6
2025-05-15T07:24:00,22436,27.47063,78.1171,126.7,125.0,172.7
2025-05-15T07:25:30,22436,27.44438,78.12932,125.8,125.0,175.9
2025-05-15T07:27:00,22436,27.41813,78.14154,117.5,125.0,179.0
2025-05-15T07:28:30,22436,27.39187,78.15376,116.9,125.0,182.2
2025-05-15T07:30:00,22436,27.36562,78.16598,126.7,125.0,185.3
2025-05-15T07:31:30,22436,27.33937,78.1782,119.0,125.0,188.5
2025-05-15T07:33:00,22436,27.31311,78.19042,128.3,125.0,191.6
2025-05-15T07:34:30,22436,27.28686,78.20264,126.6,125.0,194.8
2025-05-15T07:36:00,22436,27.26061,78.21486,115.4,125.0,197.9
2025-05-15T07:37:30,22436,27.23435,78.22708,127.1,125.0,201.1
2025-05-15T07:39:00,22436,27.2081,78.2393,119.1,125.0,204.2
2025-05-15T07:40:30,22436,27.20044,78.26582,116.0,125.0,207.3
2025-05-15T07:42:00,22436,27.19278,78.29233,125.7,125.0,210.3
2025-05-15T07:43:30,22436,27.18512,78.31885,123.6,125.0,213.4
2025-05-15T07:45:00,22436,27.17745,78.34536,116.2,125.0,216.4
2025-05-15T07:46:30,22436,27.16979,78.37188,121.8,125.0,219.5
2025-05-15T07:48:00,22436,27.16213,78.39839,120.4,125.0,222.6
2025-05-15T07:49:30,22436,27.15447,78.42491,122.5,125.0,225.6
2025-05-15T07:51:00,22436,27.14681,78.45142,123.5,125.0,228.7
2025-05-15T07:52:30,22436,27.13915,78.47794,120.5,125.0,231.8
2025-05-15T07:54:00,22436,27.13148,78.50445,118.8,125.0,234.8
2025-05-15T07:55:30,22436,27.12382,78.53097,116.5,125.0,237.9
2025-05-15T07:57:00,22436,27.11616,78.55748,123.6,125.0,240.9
2025-05-15T07:58:30,22436,27.1085,78.584,125.8,125.0,244.0
2025-05-15T08:00:00,22436,27.08874,78.61027,118.4,125.0,247.1
2025-05-15T08:01:30,22436,27.06897,78.63654,122.6,125.0,250.2
2025-05-15T08:03:00,22436,27.04921,78.66281,115.7,125.0,253.4
2025-05-15T08:04:30,22436,27.02944,78.68908,127.9,125.0,256.5
2025-05-15T08:06:00,22436,27.00968,78.71535,118.7,125.0,259.6
2025-05-15T08:07:30,22436,26.98991,78.74162,122.1,125.0,262.7
2025-05-15T08:09:00,22436,26.97015,78.76789,120.7,125.0,265.8
2025-05-15T08:10:30,22436,26.95038,78.79416,117.3,125.0,268.9
2025-05-15T08:12:00,22436,26.93062,78.82044,129.0,125.0,272.1
2025-05-15T08:13:30,22436,26.91085,78.84671,127.9,125.0,275.2
2025-05-15T08:15:00,22436,26.89109,78.87298,123.3,125.0,278.3
2025-05-15T08:16:30,22436,26.87132,78.89925,128.7,125.0,281.4
2025-05-15T08:18:00,22436,26.85156,78.92552,126.1,125.0,284.5
2025-05-15T08:19:30,22436,26.83179,78.95179,121.3,125.0,287.6
2025-05-15T08:21:00,22436,26.81203,78.97806,119.8,125.0,290.8
2025-05-15T08:22:30,22436,26.79226,79.00433,121.2,125.0,293.9
2025-05-15T08:24:00,22436,26.7725,79.0306,125.8,125.0,297.0
2025-05-15T08:25:30,22436,26.76138,79.05333,119.1,125.0,300.1
2025-05-15T08:27:00,22436,26.75026,79.07606,116.2,125.0,303.1
2025-05-15T08:28:30,22436,26.73914,79.09879,120.6,125.0,306.2
2025-05-15T08:30:00,22436,26.72802,79.12153,122.5,125.0,309.2
2025-05-15T08:31:30,22436,26.71689,79.14426,128.5,125.0,312.3
2025-05-15T08:33:00,22436,26.70577,79.16699,117.7,125.0,315.3
2025-05-15T08:34:30,22436,26.69465,79.18972,127.1,125.0,318.4
2025-05-15T08:36:00,22436,26.68353,79.21245,129.7,125.0,321.4
2025-05-15T08:37:30,22436,26.67241,79.23518,129.3,125.0,324.5
2025-05-15T08:39:00,22436,26.66129,79.25792,116.0,125.0,327.5
2025-05-15T08:40:30,22436,26.65017,79.28065,122.0,125.0,330.6
2025-05-15T08:42:00,22436,26.63905,79.30338,119.2,125.0,333.6
2025-05-15T08:43:30,22436,26.62793,79.32611,127.7,125.0,336.7
2025-05-15T08:45:00,22436,26.61681,79.34884,119.9,125.0,339.7
2025-05-15T08:46:30,22436,26.60568,79.37157,123.3,125.0,342.8
2025-05-15T08:48:00,22436,26.59456,79.39431,115.1,125.0,345.8
2025-05-15T08:49:30,22436,26.58344,79.41704,118.0,125.0,348.9
2025-05-15T08:51:00,22436,26.57232,79.43977,123.5,125.0,351.9
2025-05-15T08:52:30,22436,26.5612,79.4625,119.6,125.0,355.0
2025-05-15T08:54:00,22436,26.55584,79.49625,124.3,125.0,358.2
2025-05-15T08:55:30,22436,26.55048,79.52999,122.0,125.0,361.3
2025-05-15T08:57:00,22436,26.54512,79.56374,123.9,125.0,364.5
2025-05-15T08:58:30,22436,26.53975,79.59748,122.4,125.0,367.6
2025-05-15T09:00:00,22436,26.53439,79.63123,126.6,125.0,370.8
2025-05-15T09:01:30,22436,26.52903,79.66498,117.9,125.0,373.9
2025-05-15T09:03:00,22436,26.52367,79.69872,128.5,125.0,377.1
2025-05-15T09:04:30,22436,26.51831,79.73247,126.4,125.0,380.2
2025-05-15T09:06:00,22436,26.51295,79.76622,118.7,125.0,383.4
2025-05-15T09:07:30,22436,26.50758,79.79996,115.1,125.0,386.5
2025-05-15T09:09:00,22436,26.50222,79.83371,121.2,125.0,389.7
2025-05-15T09:10:30,22436,26.49686,79.86745,118.5,125.0,392.8
2025-05-15T09:12:00,22436,26.4915,79.9012,120.2,125.0,396.0
2025-05-15T09:13:30,22436,26.48884,79.93331,127.6,125.0,399.2
2025-05-15T09:15:00,22436,26.48617,79.96541,128.2,125.0,402.3
2025-05-15T09:16:30,22436,26.48351,79.99752,129.3,125.0,405.5
2025-05-15T09:18:00,22436,26.48084,80.02963,115.0,125.0,408.7
2025-05-15T09:19:30,22436,26.47818,80.06174,124.9,125.0,411.8
2025-05-15T09:21:00,22436,26.47551,80.09384,127.7,125.0,415.0
2025-05-15T09:22:30,22436,26.47285,80.12595,125.9,125.0,418.1
2025-05-15T09:24:00,22436,26.47019,80.15806,116.6,125.0,421.3
2025-05-15T09:25:30,22436,26.46752,80.19016,122.9,125.0,424.5
2025-05-15T09:27:00,22436,26.46486,80.22227,118.6,125.0,427.6
2025-05-15T09:28:30,22436,26.46219,80.25438,122.4,125.0,430.8
2025-05-15T09:30:00,22436,26.45953,80.28649,115.9,125.0,434.0
2025-05-15T09:31:30,22436,26.45686,80.31859,130.0,125.0,437.1
2025-05-15T09:33:00,22436,29.5,78.5,120.0,125.0,450.0
2025-05-15T09:33:30,22436,26.45,80.35,350.0,125.0,440.0
